fid,ext,tipo_infra,fluxo_infr,inicio,contabilizar,vias,area_plane,local_infr,final,SHAPE__Length,rp,status,cod_rp,score_infra,cluster_seguranca,score_seguranca_final,safety_score_refinado,safety_score_final_v2
328,0.59757483,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 2130,Sim,Avenida Alfredo Balthazar da Silveira,4,No bordo direito da pista,Número 1620,597.521456881125,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
329,0.63855243,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 432,Sim,Avenida Alfredo Balthazar da Silveira,4,Na calçada,Oposto ao número 1620,638.496504627045,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
330,1.81624785,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Estrada Benvindo de Novaes,Sim,Rua Professor Hermes de Lima,4,No bordo direito da pista,"Avenida Pedro Moura, próximo do Canal das Taxas",1816.08091678938,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
331,0.65879939,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 35,Sim,Avenida Pedro Moura,4,Na calçada,Próximo a Orla da Praia (Avenida Lúcio Costa),658.741301267859,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
332,0.66756234,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 335,Sim,Avenida Alfredo Balthazar da Silveira,4,No canteiro central,Oposto ao número 432,667.505160279084,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,3.0,3.0
333,0.20084255,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 853,Sim,Rua Cecília Meireles,4,"No bordo direito da pista, No meio da pista",Número 155,200.82385506663,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
334,0.09801935,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida Alfredo Balthazar da Silveira,Sim,Avenida Guilherme de Almeida,4,No meio da pista,Rua Motta Maia,98.0104985153793,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
335,0.11075717,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Oposto ao número 91,Sim,Estrada Benvindo de Novaes,4,No bordo esquerdo da pista,Orla do Recreio dos Bandeirantes,110.746540394568,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
336,0.64303722,FAIXA COMPARTILHADA NA CALÇADA,UNIDIRECIONAL,Rua Pedro Calmon,Sim,Rua Abrahão Jabour,4,Na calçada,Avenida Olof Palme,642.990837604441,JACAREPAGUÁ,IMPLANTADA,4.1,4,0,6.0,6.0,6.0
337,0.15585255,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Lúcio Costa,Sim,Avenida Gilka Machado,4,Na calçada,Praça do Pontal,155.837429962852,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
338,0.63566317,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 91,Sim,Estrada Benvindo de Novaes,4,No canteiro central,Rua Newton Fontoura Reis,635.602369451545,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,3.0,3.0
339,6.27790666,CICLOVIA,BIDIRECIONAL,Número 9700,Sim,Avenida Lúcio Costa,4,Na calçada,Número 1700,6277.6304681549,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
340,0.69690347,FAIXA COMPARTILHADA NA CALÇADA,UNIDIRECIONAL,Oposto ao número 765,Sim,Avenida Olof Palme,4,Na calçada,Altura da Avenida Salvador Allende,696.852376373584,BARRA DA TIJUCA,IMPLANTADA,4.2,4,0,6.0,6.0,6.0
341,5.05311951,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida das Américas,Sim,Avenida Salvador Allende,4,Na calçada,Avenida Embaixador Abelardo Bueno,5052.73509721191,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
342,0.33054752,FAIXA COMPARTILHADA NA CALÇADA,UNIDIRECIONAL,"Rua Abrahão Jabour, número 567",Sim,Rua Pedro Calmon,4,Na calçada,Número 150,330.524213244642,JACAREPAGUÁ,IMPLANTADA,4.1,4,0,6.0,6.0,6.0
343,0.43592417,FAIXA COMPARTILHADA NA CALÇADA,UNIDIRECIONAL,Altura da Avenida Olof Palme,Sim,Rua Abrahão Jabour,4,Na calçada,Altura da Rua Pedro Calmon,435.891977871832,BARRA DA TIJUCA,IMPLANTADA,4.2,4,0,6.0,6.0,6.0
344,1.2735922,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao Condomínio Origami,Sim,Avenida Embaixador Abelardo Bueno,4,Na calçada,Centro Aquático Maria Lenk,1273.50964718871,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
345,10.46105869,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 8624,Sim,Estrada dos Bandeirantes,4,Na calçada,Número 24168,10460.1086202761,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
346,0.52823131,CICLOVIA,BIDIRECIONAL,Próximo à Orla da Praia,Sim,Estrada do Pontal,4,Na calçada,Rua AW,528.176570822272,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
347,1.40490126,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida Lúcio Costa,Sim,Avenida Gláucio Gil,4,No bordo direito da pista,Avenida das Américas,1404.77194214876,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
348,3.75971195,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 378,Sim,Avenida Prefeito Dulcídio Cardoso,4,Na calçada,Número 3040,3759.56250139646,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
349,1.56164379,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Lúcio Costa,Sim,Avenida Ayrton Senna,4,Na calçada,Avenida Heráclito da Graça Aranha,1561.56097573434,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
350,1.16692541,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida Gilka Machado,Sim,Avenida Jarbas de Carvalho,4,No bordo direito da pista,Estrada Benvindo de Novaes,1166.81268398642,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
351,1.85609486,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Heráclito da Graça Aranha,Sim,Avenida das Américas,4,Na calçada,Próximo ao Barra Garden Shopping,1856.00684562622,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
352,0.46533204,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Próximo a Curva Chico Anysio,Sim,Avenida Cláudio Besserman Vianna,4,Na calçada,Linha Amarela,465.308455780415,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
353,0.85188524,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Próximo ao número 40,Sim,Avenida Epitácio Pessoa,2,Na calçada,Próximo ao número 604,851.897031853178,IPANEMA,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
354,0.15744223,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 633,Sim,Avenida Borges de Medeiros,2,Na calçada,Oposto ao número 699,157.444321796012,LEBLON,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
355,0.36507252,CICLOFAIXA,BIDIRECIONAL,"Av. Borges de Medeiros, número 1426",Sim,Parque das Figueiras,2,No bordo direito da pista,"Av. Borges de Medeiros, número 1442",365.077173723078,LAGOA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
356,0.1122904,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Heráclito da Graça Aranha,Sim,Avenida Ayrton Senna,4,Na calçada,"Avenida das Américas, número 5000",112.284654498922,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
357,0.48539269,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Em torno do Heliponto da Lagoa Rodrigo de Freitas,Sim,Heliponto da Lagoa Rodrigo de Freitas,2,Praça,"Avenida Borges de Medeiros, oposto ao número 2239",485.399021155225,LAGOA,IMPLANTADA,2.1,4,2,2.5,2.0,2.5
358,0.1190041,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Ayrton Senna,Sim,Avenida Tenente Cel. Muniz de Aragão,4,Na calçada,Número 2037,118.998363414177,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
359,0.47581711,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Embaixador Abelardo Bueno,Sim,Avenida Ayrton Senna,4,Na calçada,Próximo a Avenida Engenheiro Hermano Jordão Freire,475.792033016586,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
360,2.23627063,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Luís Carlos Prestes,Sim,Avenida Ayrton Senna,4,Na calçada,Avenida Embaixador Abelardo Bueno,2236.15112624377,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
361,0.22948165,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Ayrton Senna,Sim,Avenida Embaixador Abelardo Bueno,4,Na calçada,Praça Mestre Luís Alves,229.469508658492,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
362,0.21002489,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Praça Mestre Luís Alves,Sim,Avenida Embaixador Abelardo Bueno,4,Na calçada,Avenida Ayrton Senna,210.013721626065,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
363,0.24800226,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Luís Carlos Prestes,Sim,Avenida Ayrton Senna,4,Na calçada,Avenida Embaixador Abelardo Bueno,247.989067362774,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
364,0.89617015,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Praça Cardeal Arcoverde,Sim,Rua Tonelero,2,No bordo esquerdo da pista,Número 223,896.195472276947,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
365,0.11605609,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 150,Sim,Praia do Flamengo,2,No bordo direito da pista,Rua Machado de Assis,116.060061018065,FLAMENGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
366,1.80926914,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Estrada do Ganibal,Sim,Avenida Tenente Cel. Muniz de Aragão,4,Na calçada,Estrada Caribú,1809.18521730808,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
367,0.49202347,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,"Avenida Tenente Coronel Muniz de Aragão, número 800",Sim,Bosque da Freguesia,4,Na calçada,Número 120,492.002286764431,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
368,0.6989502,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Linha Amarela,Sim,Avenida Edgard Werneck,4,Na calçada,Praça da CDD,698.915101656657,JACAREPAGUÁ,IMPLANTADA,4.1,4,1,9.5,9.5,9.5
369,0.27863565,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Próximo à Tenente Coronel Muniz de Aragão,Sim,Estrada do Gabinal,4,Na calçada,Rua Edgard Werneck,278.621972477888,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
370,0.6849547,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Praça da CDD,Sim,Avenida Edgard Werneck,4,Na calçada,Linha Amarela,684.920333585331,JACAREPAGUÁ,IMPLANTADA,4.1,4,1,9.5,9.5,9.5
371,1.87362271,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Vila do Pan,Sim,Avenida Ayrton Senna,4,Na calçada,Vila do Pan,1873.52921867799,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
372,0.5433081,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 5000,Sim,Avenida das Américas,4,Na calçada,Mergulhão Billy Blanto,543.279716687894,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
373,0.8798288,CICLOVIA,BIDIRECIONAL,Oposto ao número 1430,Sim,Avenida do Pepê,4,Na calçada,Oposto ao número 690,879.803212470362,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
374,0.17016853,CICLOFAIXA,BIDIRECIONAL,Oposto ao número 690,Sim,Avenida do Pepê,4,No bordo direito da pista,Oposto ao número 600,170.163954322941,BARRA DA TIJUCA,IMPLANTADA,4.2,2,2,2.5,1.0,1.0
375,0.61198695,CICLOVIA,BIDIRECIONAL,Oposto ao número 600,Sim,Avenida do Pepê,4,Na calçada,Oposto ao número 56,611.971463559822,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
376,0.11639106,CICLOVIA,BIDIRECIONAL,Número 01,Sim,Rua Sargento João de Faria,4,Na calçada,Número 10,116.388282853209,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.5,2.5
377,0.31173191,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Esquina com Estrada do Joá,Sim,Avenida Fleming,4,No meio da pista,Esquina com Praça Prof. Velho da Silva,311.724723579282,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
378,0.35409068,CICLOFAIXA,BIDIRECIONAL,Praça Desembargador Araujo Jorge,Sim,Estrada do Joá,4,No bordo esquerdo da pista,Número 3884,354.08226941177,BARRA DA TIJUCA,IMPLANTADA,4.2,2,2,2.5,1.0,1.0
379,0.53744145,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,"Avenida Pref. Dulcídio Cardoso, Número 3040",Sim,Avenida General Felicíssimo Cardoso,4,"No bordo direito da pista, No meio da pista",Esquina com Av. das Américas,537.415745175138,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
380,0.6574318,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida Prefeito Dulcídio Cardoso,Sim,Avenida Ministro Afrânio Costa,4,"No bordo direito da pista, No meio da pista",Avenida das Américas,657.404472629852,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
381,0.14329349,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida Ministro Afrânio Costa,Sim,Rua Hélio Fraga,4,No bordo direito da pista,Rua Dalcídio Jurandir,143.287613305644,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
382,0.17499785,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Hélio Fraga,Sim,Rua Dalcídio Jurandir,4,"No bordo direito da pista, No meio da pista",Avenida Ministro Afrânio Costa,174.990555518472,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
383,0.16854264,CICLOFAIXA,NÃO IDENTIFICADO,Entorno da Praça Professor Velho da Silva,Sim,Praça Professor Velho da Silva,4,No bordo esquerdo da pista,Entorno da Praça Professor Velho da Silva,168.538731450184,BARRA DA TIJUCA,IMPLANTADA,4.2,2,1,9.5,8.0,8.0
384,0.54287473,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Esquina com Avenida das Américas,Sim,Avenida General Felicíssimo Cardoso,4,No meio da pista,Avenida Pref. Dulcídio Cardoso,542.848724396715,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
385,0.15644468,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida das Américas,Sim,Avenida Ministro Afrânio Costa,4,No bordo direito da pista,Rua Hélio Fraga,156.438195953408,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
386,0.28689074,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Dalcídio Jurandir,Sim,Avenida Ministro Afrânio Costa,4,No meio da pista,Avenida Prefeito Dulcídio Cardoso,286.878627181757,BARRA DA TIJUCA,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
387,0.78418384,CICLOVIA,BIDIRECIONAL,Altura da Avenida Gilberto Amado,Sim,Ponte da Joatinga (Engenheiro Alfredo Arthur de Figueiredo),4,No bordo direito da pista,Altura do Túnel do Joá,784.166192988779,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,1.0,1.0
388,0.08166258,CICLOVIA,BIDIRECIONAL,"Altura da Avenida Gilberto Amado, Número 61",Sim,Avenida Ministro Ivan Lins,4,Ciclovia elevada - estrutura à parte da via,"Altura da Avenida Gilberto Amado, Número 113",81.6606082108448,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.0,2.0
389,0.0901947,CICLOVIA,BIDIRECIONAL,Número 113,Sim,Avenida Gilberto Amado,4,"Não identificado, Ciclovia elevada - estrutura à parte da via",Número 71,90.1924324711886,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.0,2.0
390,0.03153022,CICLOVIA,BIDIRECIONAL,"Altura da Avenida Gilberto Amado, Número 71",Sim,Avenida Ministro Ivan Lins,4,Ciclovia elevada - estrutura à parte da via,Ponte da Joatinga,31.5294870915586,BARRA DA TIJUCA,IMPLANTADA,4.2,1,2,2.5,2.0,2.0
391,0.28097432,CICLOVIA,BIDIRECIONAL,Oposto ao número 1150,Sim,Avenida Prefeito Mendes de Moraes,2,No bordo direito da pista,Oposto ao número 1500,280.970665939321,SÃO CONRADO,IMPLANTADA,2.1,1,2,2.5,1.0,1.5
392,0.26706712,CICLOVIA,BIDIRECIONAL,Mirante São Conrado,Sim,Estrada Auto-Estrada Lagoa Barra,2,"Não identificado, Ciclovia elevada - estrutura à parte da via",Túnel São Conrado,267.063343721066,SÃO CONRADO,IMPLANTADA,2.1,1,2,2.5,2.0,2.5
