infra_tipo,infra_fluxo,vias,inicio,final,bairro,extensao_metros,area_planejamento,score_c,score_d,peso_v,peso_h,safety_score_final_v2,risco_infraestrutura,score_risco,categoria_seguranca,cor
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA DOUTOR JULIO OTONI,Número 03,Número 589,CENTRO,"1364,11990957924",1,"894,4","117,4","1,0","1,0","4,5","6,5","1018,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ESTRADA DAS PAINEIRAS,Paineiras Corcovado,Número 92,CENTRO,"3059,19081992832",1,"894,4","117,4","1,0","1,0","4,5","6,5","1018,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ESTRADA DONA CASTORINA,"Estrada Dona Castorina, número 10","Estrada Dona Castorina, número 109",TIJUCA,"6838,13523070546",2,"224,8","117,0","1,0","1,0","5,0","6,0","347,8",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,ESTRADA DOM PEDRO AUGUSTO,Estrada Major Archer - Floresta da Tijuca,Próximo ao barracão ICMBIO - Floresta da Tijuca,TIJUCA,"1410,51234664269",2,"224,8","117,0","1,0","1,0","1,5","9,5","351,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ESTRADA DONA CASTORINA,"Estrada Dona Castorina, número 10","Estrada Dona Castorina, número 109",TIJUCA,"1438,39635593372",2,"224,8","117,0","1,0","1,0","5,0","6,0","347,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ESTRADA DO REDENTOR,Número 68,Número 8070,TIJUCA,"7944,62525901358",2,"224,8","117,0","1,0","2,0","5,0","6,0","689,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ESTRADA DO SUMARÉ,Número 12097,Número 62,TIJUCA,"9465,71443832551",2,"224,8","117,0","1,0","1,0","6,5","4,5","346,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA ALICE,Número 24,Número 598,LARANJEIRAS,"600,227901031787",2,"447,6","0,0","1,2","1,0","5,0","6,0","543,1",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA ALICE,Número 598,Número 2040,LARANJEIRAS,"1425,30741596979",2,"447,6","0,0","1,2","1,0","5,0","6,0","543,1",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA AMADO NERVO,Número 02,Número 55,TIJUCA,"243,174811675543",2,"224,8","117,0","1,0","2,0","5,0","6,0","689,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ESTRADA DONA CASTORINA,"Estrada Dona Castorina, número 10","Estrada Dona Castorina, número 109",JARDIM BOTÂNICO,"443,957672309481",2,"128,0","0,0","1,0","1,0","5,0","6,0","134,0",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA MARIO PORTELA,Número 528,Número 27,LARANJEIRAS,"407,381527900725",2,"447,6","0,0","1,2","2,0","5,0","6,0","1080,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA PACHECO LEÃO,Oposto ao número 70,Oposto ao número 894,JARDIM BOTÂNICO,"915,580721981617",2,"128,0","0,0","1,2","2,0","3,0","8,0","315,2",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ESTRADA DOM JOAQUIM MAMEDE,Esquina com Estrada do Sumaré,Esquina com Rua Almirante Alexandrino,CENTRO,"1954,91683249467",1,"894,4","117,4","1,0","1,0","4,5","6,5","1018,3",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA GENERAL GARZON,Oposto ao número 22,Oposto ao número 100,LAGOA,"220,082240136213",2,"128,0","85,0","1,2","2,0","1,5","9,5","520,7",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,ESTRADA ESCRAGNOLE,Próximo a Cascata Gabriela - Floresta  daTijuca (PNT),Próximo ao Restaurante Os Esquilos - Floresta da Tijuca (PNT),TIJUCA,"1427,64542226315",2,"224,8","117,0","1,0","1,0","1,5","9,5","351,3",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,CAMINHO DOS PICOS,Entrada do Centro de Visitantes da Floresta da Tijuca - PNT,Próximo ao Barracão ICMBIO - Floresta da Tijuca - PNT,TIJUCA,"311,777349577659",2,"224,8","117,0","1,0","1,0","1,5","9,5","351,3",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,ESTRADA MAJOR ARCHER,"Dom Pedro Augusto, na Floresta da Tijuca","Próximo a Cascata Gabriela, na Floresta da Tijuca (PNT)",TIJUCA,"1095,46196580192",2,"224,8","117,0","1,0","1,0","1,5","9,5","351,3",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,ESTRADA CASCATINHA,Praça Afonso Viseu,Avenida Taunay da Floresta da Tijuca,TIJUCA,"1645,16282946145",2,"224,8","117,0","1,0","1,0","1,5","9,5","351,3",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,CAMINHO DA SAUDADE/CAMINHO DOS PICOS,Estrada Escragnolle,Estrada Bom Retiro,TIJUCA,"325,794144410339",2,"224,8","117,0","1,0","1,0","1,5","9,5","351,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",LARGO DO MACHADO,Número 11,Número 39,CATETE,"346,443106428213",2,"447,6","93,0","1,2","2,0","5,0","6,0","1303,4",Alta segurança,verde
Ciclofaixa,Bidirecional,LARGO DO MACHADO,Número 11,Número 39,CATETE,"138,122907249627",2,"447,6","93,0","1,2","2,0","5,0","6,0","1303,4",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA GAGO COUTINHO,Número 66,Número 04,LARANJEIRAS,"363,345624039688",2,"447,6","0,0","1,0","1,0","5,0","6,0","453,6",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA DO CATETE,Praça José de Alencar,Número 106,CATETE,"909,950554657397",2,"447,6","93,0","1,2","2,0","1,5","9,5","1306,9",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PROFESSOR ESTELITA LINS,Número 184,Número 20,LARANJEIRAS,"281,351351399046",2,"447,6","0,0","1,0","1,0","5,0","6,0","453,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA DAS LARANJEIRAS,Número 585,Número 495,LARANJEIRAS,"304,905763707661",2,"447,6","0,0","1,2","2,0","5,0","6,0","1080,2",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,RUA DAS LARANJEIRAS,Número 01,Número 259,LARANJEIRAS,"928,374895225039",2,"447,6","0,0","1,2","2,0","5,0","6,0","1080,2",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA GENERAL GLICÉRIO,Número 15,Número 183,LARANJEIRAS,"215,208303356753",2,"447,6","0,0","1,0","1,0","5,0","6,0","453,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA SENADOR VERGUEIRO,Número 30,Rua do Catete,FLAMENGO,"211,970109010779",2,"447,6","0,0","2,0","2,0","5,0","6,0","1796,4",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA COSME VELHO,Número 647,Número 09,COSME VELHO,"707,022530787457",2,"447,6","0,0","1,2","2,0","5,0","6,0","1080,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA DAS LARANJEIRAS,Número 487,Número 265,LARANJEIRAS,"691,325849613145",2,"447,6","0,0","1,2","2,0","5,0","6,0","1080,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA RODRIGUES CALDAS,Próximo ao Terminal Taquara,Número 2640,JACAREPAGUÁ,"2716,46810095818",4,"96,8","61,0","1,2","2,0","2,5","8,5","387,2",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA RAUL AMARO NIM FERREIRA,Avenida Lúcio Costa,Rua Professor Hermes de Lima,BARRA DA TIJUCA,"236,562645772122",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA RAUL AMARO NIM FERREIRA,Rua Professor Hermes de Lima,Avenida Lúcio Costa,BARRA DA TIJUCA,"236,562479730713",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA NIEMEYER,Oposto ao número 314,"Próximo à Avenida Prefeito Mendes de Morais, número 699",VIDIGAL,"1912,65299243871",2,"128,0","0,0","1,5","4,0","0,5","10,5","778,5",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RODOVIA GOVERNADOR MÁRIO COVAS,Avenida Padre Guilherme Decaminada,Passarela s/n - Sentido Centro,SANTA CRUZ,"248,810328207713",5,"77,6","112,6","1,0","1,0","0,8","10,2","200,4",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA DAS AMÉRICAS,"Av. Dom João VI, próximo a Estrada da Pedra","Av. Dom João VI, número 27705",GUARATIBA,"12188,060116208",5,"24,4","107,8","3,0","5,0","2,0","9,0","1992,0",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA DAS AMÉRICAS,"Av. Dom João VI, número 27705","Av. Dom João VI, próximo a Estrada da Pedra",GUARATIBA,"12234,627490979",5,"24,4","107,8","3,0","5,0","2,0","9,0","1992,0",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA JÚLIO FURTADO,Número 249,Número 03,TIJUCA,,2,"224,8","117,0","1,0","1,0","5,0","6,0","347,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA JÚLIO FURTADO,Número 06,Número 244,TIJUCA,"751,522631363933",2,"224,8","117,0","1,0","1,0","5,0","6,0","347,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA ENGENHEIRO RICHARD,Número 49,Número 273,TIJUCA,"623,842967034335",2,"224,8","117,0","1,2","2,0","5,0","6,0","826,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA ENGENHEIRO RICHARD,Número 52,Número 260,TIJUCA,"622,831897015583",2,"224,8","117,0","1,2","2,0","5,0","6,0","826,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ESTRADA DO GALEÃO,Rua República Árabe da Síria,Praça Jerusalém,ILHA DO GOVERNADOR,"2174,14948795438",3,"0,0","0,0","2,0","3,0","2,5","8,5","8,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ESTRADA DA BICA,Praça Jerusalém,Número 01,ILHA DO GOVERNADOR,"1240,90832535353",3,"0,0","0,0","1,2","2,0","4,5","6,5","4,4",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA HORÁCIO MACEDO,Oposto ao número 5323,Oposto ao número 3875,ILHA DO GOVERNADOR,"673,134413618821",3,"0,0","0,0","1,0","1,0","1,0","10,0","4,0",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA GRAJAÚ,Número 56,Número 250,TIJUCA,"975,986900084285",2,"224,8","117,0","1,0","1,0","5,0","6,0","347,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA LEOPOLDO BULHÕES,Após a Rua Maravilha,Próximo à Rua Araruá (Linha Férrea),CENTRO,"696,009670342673",1,"894,4","117,4","1,5","4,0","2,5","8,5","6079,3",Atenção,amarelo
Faixa compartilhada na calçada,Bidirecional,ESTRADA VEREADOR ALCEU DE CARVALHO,Estrada do Pontal,Número 1020,BARRA DA TIJUCA,"2300,40874702928",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Ciclovia,Bidirecional,RUA AW,Número 5400,Número 955,BARRA DA TIJUCA,"400,795490464276",4,"214,0","358,8","1,0","1,0","2,5","8,5","581,3",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA NIEMEYER,Avenida Delfim Moreira,Oposto ao número 314,VIDIGAL,"1895,22185413273",2,"128,0","0,0","1,5","4,0","0,5","10,5","778,5",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,COMPLEXO LAGOON,"Av. Borges de Medeiros, número 1424",Parque das Figueiras,LAGOA,"274,845667293197",2,"128,0","85,0","1,0","1,0","3,0","8,0","221,0",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA DA LIGAÇÃO,Estrada do Rio Grande,Número 1367,JACAREPAGUÁ,"1217,49520595945",4,"96,8","61,0","1,0","2,0","2,5","8,5","324,1",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,RUA MARICÁ,Rua Ana Teles,Rua Pinto Teles,MADUREIRA,"115,329316580203",3,"28,8","92,0","1,2","2,0","6,0","5,0","294,9",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,RUA MARICÁ,Rua Ana Teles,Rua Pinto Teles,MADUREIRA,"13,9162388255592",3,"28,8","92,0","1,2","2,0","6,0","5,0","294,9",Alta segurança,verde
Faixa compartilhada na calçada,Não identificado,AVENIDA DAS AMÉRICAS,Avenida Gilka Machado,Esquina com Rua Sérgio Branco Soares,BARRA DA TIJUCA,"244,057106144464",4,"214,0","358,8","3,0","5,0","2,0","9,0","8601,0",Baixa segurança,laranja
Faixa compartilhada na calçada,Não identificado,AVENIDA DAS AMÉRICAS,Número 15.801,Esquina com Estrada Benvindo de Novaes,BARRA DA TIJUCA,"436,633689736786",4,"214,0","358,8","3,0","5,0","2,0","9,0","8601,0",Baixa segurança,laranja
Faixa compartilhada na pista,Bidirecional,AVENIDA PARIS,Praça das Nações,Avenida Brasil,RAMOS,"748,575767681556",3,"30,0","0,0","1,2","3,0","1,0","10,0","118,0",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA MERITI,Praça São João Berchmans,Avenida São Felix ,PENHA,"943,878452033951",3,"17,6","70,0","1,2","2,0","3,0","8,0","218,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA LOBO CARNEIRO,Em frente ao Instituto de Geociências da UFRJ,Início da Ponte Oswaldo Cruz (sentido Barra da Tijuca) ,ILHA DO GOVERNADOR,"534,655176018889",3,"0,0","0,0","1,0","1,0","2,5","8,5","3,6",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA BARÃO DE TEFÉ,Avenida Rodrigues Alves,Rua Sacadura Cabral,CENTRO,"353,309752432536",1,"894,4","117,4","1,2","3,0","1,0","10,0","3652,5",Segurança moderada,verde claro
Ciclofaixa,"Unidirecional, no fluxo dos automóveis",RUA VINÍCIUS DE MORAES,Rua Alberto de Campos,Avenida Epitácio Pessoa,IPANEMA,"221,689225866935",2,"704,0","56,3","1,0","1,0","5,0","6,0","766,3",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,AVENIDA MARECHAL FLORIANO,"Rua Visconde de Inhauma, oposto ao número 95",Praça Cristiano Otoni,CENTRO,"1210,26800752353",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA AFONSO DE TAUNAY,Avenida Lúcio Costa,Número 33,BARRA DA TIJUCA,"88,2776007930492",4,"214,0","358,8","1,2","1,0","2,5","8,5","695,9",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,RUA GENERAL IVAN RAPOSO,Avenida Alda Garrido,Número 644,BARRA DA TIJUCA,"182,551030877752",4,"214,0","358,8","1,0","1,0","1,0","10,0","582,8",Alta segurança,verde
Ciclofaixa,"Unidirecional, no fluxo dos automóveis",RUA MARIA QUITÉRIA,Avenida Epitácio Pessoa,Rua Prudente de Moraes,IPANEMA,"674,73888828656",2,"704,0","56,3","1,2","2,0","5,0","6,0","1830,7",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,AVENIDA AFONSO DE TAUNAY,Número 33,Avenida Monsenhor Ascânio,BARRA DA TIJUCA,"222,940430752344",4,"214,0","358,8","1,2","1,0","2,5","8,5","695,9",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA AFONSO DE TAUNAY,Avenida Monsenhor Ascânio,Avenida Armando Lombardi,BARRA DA TIJUCA,"519,71157192073",4,"214,0","358,8","1,2","1,0","2,5","8,5","695,9",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA DAS AMÉRICAS,Próximo ao Barra Garden Shopping,Rua Ricardo Serran,BARRA DA TIJUCA,"179,282644298668",4,"214,0","358,8","3,0","5,0","2,0","9,0","8601,0",Baixa segurança,laranja
Faixa compartilhada na calçada,Bidirecional,AVENIDA DAS AMÉRICAS,Rua Ricardo Serran,Número 411,BARRA DA TIJUCA,"2455,89731346384",4,"214,0","358,8","3,0","5,0","2,0","9,0","8601,0",Baixa segurança,laranja
Ciclofaixa,Bidirecional,RUA VISCONDE DE INHAUMA,Avenida Presidente Kubitschek,Oposto ao número 95,CENTRO,"391,757308200379",1,"894,4","117,4","1,2","2,0","1,0","10,0","2438,3",Segurança moderada,verde claro
Ciclofaixa,Bidirecional,AVENIDA NILO PEÇANHA,Avenida Rio Branco,Avenida Presidente Antônio Carlos,CENTRO,"394,579028737925",1,"894,4","117,4","1,5","2,0","1,0","10,0","3045,4",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA PRESIDENTE ANTÔNIO CARLOS,Avenida Nilo Peçanha,Avenida Erasmo Braga,CENTRO,"120,929911426746",1,"894,4","117,4","2,0","3,0","2,5","8,5","6079,3",Atenção,amarelo
Faixa compartilhada na pista,Bidirecional,AVENIDA ERASMO BRAGA,Avenida Presidente Antônio Carlos,Rua Dom Manuel,CENTRO,"133,074336587376",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,RUA DOM MANUEL,Avenida Erasmo Braga,Rua da Assembléia,CENTRO,"130,386590378765",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Ciclofaixa,"Unidirecional, no fluxo dos automóveis",RUA ALBERTO DE CAMPOS,Rua Joana Angélica,Rua Vinicius de Moraes,IPANEMA,"221,629826630127",2,"704,0","56,3","1,0","2,0","5,0","6,0","1526,6",Alta segurança,verde
Ciclofaixa,"Unidirecional, no fluxo dos automóveis",RUA JOANA ANGÉLICA,Avenida Vieira Souto,Rua Alberto de Campos,IPANEMA,"616,519668009789",2,"704,0","56,3","1,2","2,0","5,0","6,0","1830,7",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA CAMERINO,Rua Sacadura Cabral,Avenida Marechal Floriano,CENTRO,"615,027461203336",1,"894,4","117,4","1,2","3,0","1,0","10,0","3652,5",Segurança moderada,verde claro
Faixa compartilhada na calçada,"Unidirecional, no fluxo dos automóveis",RUA NOSSA SENHORA DE LOURDES,Rua São Francisco Xavier,Número 01,TIJUCA,"22,6930930765423",2,"224,8","117,0","1,0","1,0","6,5","4,5","346,3",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,RUA NOSSA SENHORA DE LOURDES,Número 05,Rua Mendes Tavares,TIJUCA,"672,949012563699",2,"224,8","117,0","1,0","1,0","6,5","4,5","346,3",Alta segurança,verde
Ciclofaixa,"Uniderecional, no sentido do fluxo do veículo",RUA NOSSA SENHORA DE LOURDES,Rua Mendes Tavares,Rua Araxá,TIJUCA,"591,621000316006",2,"224,8","117,0","1,0","1,0","6,5","4,5","346,3",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,RUA DA GAMBOA,Rua Barão da Gamboa,Rua Rivadávia Corrêa,CENTRO,"107,228531037453",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA DA GAMBOA,Rua da União,Rua Barão da Gamboa,CENTRO,"145,395407884395",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA ULYSSES GUIMARÃES / VISC. DE DUPRAT / JULIO DO CARMO,Rua Ulysses Guimarães,Rua Julio do Carmo,CENTRO,"700,188887721383",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Ciclofaixa,"Unidirecional, no fluxo dos automóveis",RUA HENRIQUE SCHEID,Número 595-565,Número 2-16,MÉIER,"605,924197925412",3,"23,2","0,0","1,0","1,0","4,5","6,5","29,7",Alta segurança,verde
Ciclofaixa,"Unidirecional, no fluxo dos automóveis","RUA GENTIL DE ARAÚJO, RUA SÁLES GUIMARÃES E RUA COMENDADOR JOÃO CARNEIRO DE ALMEIDA",Número 2-38,"Rua Piauí, Número 404-440",MÉIER,"629,675753895869",3,"23,2","0,0","1,0","1,0","4,5","6,5","29,7",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA MARIA TERESA,Número 44-48,Número 16-20,CAMPO GRANDE,"241,695784521285",5,"90,0","121,7","1,0","1,0","0,8","10,2","221,9",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,"AVENIDA MARIA TERESA, AVENIDA CESÁRIO DE MELO",Número 16-20,Avenida Cesário de Melo 3439,CAMPO GRANDE,"312,734079585305",5,"90,0","121,7","1,0","1,0","0,8","10,2","221,9",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA DUQUE DE CAXIAS,Número 3067-3051,Avenida Duque de Caxias 485-465,VILA MILITAR,"2617,01380020733",5,"67,6","0,0","1,5","4,0","0,8","10,2","415,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA DUQUE DE CAXIAS,Número 485-465,Número 101-55,VILA MILITAR,"509,237409813241",5,"67,6","0,0","1,5","4,0","0,8","10,2","415,8",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA ERNANI CARDOSO,Número 418-128,Número 1-55,CASCADURA,"1348,54409221761",3,"28,8","64,5","2,0","4,0","1,0","10,0","756,4",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA DAS AMÉRICAS,Número 14.591,Avenida Alfredo Baltazar da Silveira,RECREIO DOS BANDEIRANTES,"1230,11762657465",4,"253,2","0,0","3,0","5,0","2,0","9,0","3807,0",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA ANTÔNIO BATISTA BITTENCOURT,Número 264-350,Número 22,RECREIO DOS BANDEIRANTES,"316,561131927026",4,"253,2","0,0","1,0","1,0","4,5","6,5","259,7",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis","RUA GELSON FONSECA, RUA ARTHUR POSSOLO",Número 37,Número 466,RECREIO DOS BANDEIRANTES,"318,300313554627",4,"253,2","0,0","1,0","1,0","4,5","6,5","259,7",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ORLA CONDE,Aqwa Corporate Tower,Museu Histórico Nacional,CENTRO,"3653,08155754209",1,"894,4","117,4","1,0","1,0","2,5","8,5","1020,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA GUIGNARD,Número 1555-1447,Número 33,RECREIO DOS BANDEIRANTES,"748,077800612691",4,"253,2","0,0","1,0","1,0","4,5","6,5","259,7",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis","AVENIDA GUIGNARD, RUA JOAQUIM JOSÉ COUTO",Número 2-28,"Rua Joaquim José Couto, Número 90",RECREIO DOS BANDEIRANTES,"852,733683510162",4,"253,2","0,0","1,0","1,0","4,5","6,5","259,7",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA ODILON DUARTE BRAGA,Número 26,Número 240,RECREIO DOS BANDEIRANTES,"298,490540261863",4,"253,2","0,0","1,0","1,0","4,5","6,5","259,7",Alta segurança,verde
Ciclofaixa,Bidirecional,"AVENIDA PRESIDENTE WILSON, AVENIDA BEIRA MAR, AVENIDA ANTÔNIO CARLOS","Avenida Presidente Wilson, Número 133-113","Avenida Presidente Antônio Carlos, Número 135",CENTRO,"554,961724707149",2,"894,4","117,4","1,0","1,0","1,5","9,5","1021,3",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA  PADRE JANUÁRIO,"Rua Padre Januário, número 314-390",Estrada Adhemar Bebiano,INHAÚMA,"431,51039919349",3,"16,4","0,0","1,5","2,0","1,0","10,0","59,2",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis","RUA JORNALISTA ORLANDO DANTAS, RUA CLARICE ÍNDIO DO BRASIL","Rua Jornalista Orlando Dantas, Número 59",Rua Clarice Índio do Brasil,BOTAFOGO,"327,94388346918",2,"524,8","42,6","1,0","1,0","5,0","6,0","573,4",Alta segurança,verde
Ciclofaixa,Bidirecional,"RUA JOANA ALVES, RUA GENERAL GUSTAVO CORDEIRO DE FARIAS, RUA DR. RODRIGUES DE SANTANA","Rua Joana Alves, Número 10","Rua Dr. Rodrigues de Santana, 4-18",BENFICA,"562,265221138482",1,"30,0","55,0","1,0","1,0","1,0","10,0","95,0",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ALAMEDA RUY BARBOSA,Rua Gen. Herculano Gomes (Rotatória),Rua Gen. Herculano Gomes (Estação de São Cristóvão),SÃO CRISTÓVÃO,"547,160261034895",1,"0,0","0,0","1,0","1,0","4,5","6,5","3,0",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA URUGUAIANA,Número 226,Número 109,CENTRO,"189,215093797077",1,"894,4","117,4","1,2","2,0","1,0","10,0","2438,3",Segurança moderada,verde claro
Ciclofaixa,Bidirecional,"RUA CORDEIRO DA GRAÇA, VIA B4","Via B4, Número 805","Rua Cordeiro da Graça, Número 325",CENTRO,"265,195412054993",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Ciclofaixa,Bidirecional,"AV. CIDADE DE LIMA, PRAÇA MARECHAL HERMES",Praça Marechal Hermes S/N,"Av. Cidade de Lima, 349-201",SANTO CRISTO,"357,752040474495",1,"33,6","0,0","1,0","1,0","1,0","10,0","43,6",Alta segurança,verde
Ciclofaixa,Bidirecional,AV. CIDADE DE LIMA,Av. Cidade de Lima,Av. Cidade de Lima L/O,SANTO CRISTO,"17,7192998994406",1,"33,6","0,0","1,5","2,0","1,0","10,0","110,8",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA COSTA LOBO,"Rua Costa Lobo, Número 179","Rua Costa Lobo, 51-3",BENFICA,"529,952694784582",1,"30,0","55,0","1,0","2,0","1,0","10,0","180,0",Alta segurança,verde
Ciclofaixa,Bidirecional,"RUA DO CATETE, RUA ANTÔNIO MENDES CAMPOS",Rua do Catete S/N,"Rua do Catete, Número 105-99",GLÓRIA,"653,307017458879",2,"447,6","0,0","1,0","1,0","1,5","9,5","457,1",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,"AVENIDA ARLINDO RODRIGUES, RUA SANTO CRISTO","Rua Santo Cristo, Número 15","Avenida Arlindo Rodrigues, S/N - 2a Vara da Infância e Juventude",CENTRO,"266,036423950372",1,"894,4","117,4","1,0","1,0","2,5","8,5","1020,3",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA RIVADÁVIA CORRÊA,Número 140,Número 280-250,CENTRO,"403,611563493659",1,"894,4","117,4","1,5","2,0","1,0","10,0","3045,4",Segurança moderada,verde claro
