infra_tipo,infra_fluxo,vias,inicio,final,bairro,extensao_metros,area_planejamento,score_c,score_d,peso_v,peso_h,safety_score_final_v2,risco_infraestrutura,score_risco,categoria_seguranca,cor
Ciclofaixa,Bidirecional,RUA BARÃO DE MESQUITA,Número 200,Número 20,TIJUCA,"1030,06935382391",2,"224,8","117,0","1,2","3,0","1,5","9,5","1240,0",Alta segurança,verde
Faixa compartilhada na calçada,Não identificado,AVENIDA PAULA SOUSA,Número 278,Número 410,TIJUCA,"96,5474916300028",2,"224,8","117,0","1,0","2,0","10,0","1,0","684,6",Alta segurança,verde
Faixa compartilhada na calçada,Não identificado,RUA GENERAL LUÍS MENDES DE MORAIS,Via D1,Praça  Marechal Hermes,CENTRO,"497,664127021652",1,"894,4","117,4","1,5","2,0","9,5","1,5","3036,9",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",PRAIA DA BICA,Rua Ipiru,Estrada da Bica,ILHA DO GOVERNADOR,"420,775652288072",3,"0,0","0,0","1,2","2,0","4,5","6,5","4,4",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",PRAÇA JERUSALÉM,Número 302,Rua República Árabe da Síria,ILHA DO GOVERNADOR,"2148,49507425215",3,"0,0","0,0","1,2","2,0","4,5","6,5","4,4",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA DO MATO ALTO,Próximo ao número 7398,Próximo à Clínica da Família Agenor de Miranda Araújo Neto,GUARATIBA,"3011,86354156966",5,"24,4","107,8","1,5","4,0","2,0","9,0","802,2",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA DO MAGISTÉRIO,Rua Sena,Número 535,ILHA DO GOVERNADOR,"425,150032932589",3,"0,0","0,0","1,2","2,0","2,5","8,5","4,9",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA DO MAGISTÉRIO,Oposto ao número 48,Rua Francisco Neves,ILHA DO GOVERNADOR,"632,379023964269",3,"0,0","0,0","1,2","2,0","2,5","8,5","4,9",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA FRANCISCO NEVES,Estrada Governador Chagas Freitas,Rua José Moura da Silva,ILHA DO GOVERNADOR,"1183,08012408893",3,"0,0","0,0","1,0","1,0","4,5","6,5","3,0",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA SOLDADO HAMILTON DE SILVA E COSTA,"Rua Guarujá, número 5555",Número 04,SANTA CRUZ,"67,7878706064319",5,"77,6","112,6","1,0","1,0","2,0","9,0","199,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA GUARUJÁ,Número 93,Número 3355,CAMPO GRANDE,"3363,72867088429",5,"90,0","121,7","1,5","2,0","0,8","10,2","645,3",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,PRAÇA WALTER BAPTIST MORS,Rua Luís Renato Caldas,Rua Manoel Frota Moreira,ILHA DO GOVERNADOR,"197,714815032149",3,"0,0","0,0","1,0","1,0","2,5","8,5","3,6",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,LARGO WANDA DE OLIVEIRA,Número 183,Avenida Governador Chagas Filho,ILHA DO GOVERNADOR,"39,6256543486666",3,"0,0","0,0","1,0","1,0","2,5","8,5","3,6",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA MILTON SANTOS,Avenida Horácio Macedo,"Avenida Athos da Silveira Ramos, número 852",ILHA DO GOVERNADOR,"382,271675862346",3,"0,0","0,0","1,0","1,0","2,5","8,5","3,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PEREIRA DA SILVA,Número 421,Número 61,LARANJEIRAS,"632,751023599854",2,"447,6","0,0","1,0","1,0","5,0","6,0","453,6",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA JARDIM BOTÂNICO,Número 920,Número 1060,JARDIM BOTÂNICO,"820,334834768784",2,"128,0","0,0","2,0","3,0","3,0","8,0","776,0",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA PADRE LEONEL FRANCA,Número 240,Número 480,GÁVEA,"362,384254941759",2,"128,0","83,0","3,0","5,0","3,0","8,0","3173,0",Segurança moderada,verde claro
Ciclofaixa,Bidirecional,PRAÇA JOSÉ M. FILHO,Ciclovia da Lagoa Rodrigo de Freitas,Praça Santa Margarida Maria,LAGOA,"131,502469191142",2,"128,0","85,0","1,0","1,0","3,5","7,5","220,5",Alta segurança,verde
Faixa compartilhada na calçada,Não identificado,RUA FARANI,Número 04,Número 260,BOTAFOGO,"249,22265138021",2,"524,8","42,6","1,2","3,0","10,0","1,0","2043,6",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA CALÓGERAS,Número 30,Número 06,CENTRO,"208,161764236157",1,"894,4","117,4","1,5","2,0","1,0","10,0","3045,4",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA ALMIRANTE SILVIO DE NORONHA,Esquina da Rua Jardel Jercolis,Próximo à Cancela da Marinha,CENTRO,"488,95557171071",1,"894,4","117,4","1,2","1,0","2,5","8,5","1222,7",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA MINISTRO VIVIEIROS DE CASTRO,Número 15,Número 163,COPACABANA,"530,05408681489",2,"659,6","104,7","1,0","2,0","5,0","6,0","1534,6",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA SANTA LUZIA,Número 651,Largo da Misericórdia,CENTRO,"649,378550050849",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA JOSEPH BLOCH,Número 30,Número 40,COPACABANA,"117,876318751808",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA MAESTRO FRANCISCO BRAGA,Número 06,Número 353,COPACABANA,"324,366017228501",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA BELFORT ROXO,Avenida Atlântica,Número 406,COPACABANA,"409,672889282095",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA XAVIER DA SILVEIRA,Número 120,Número 12,COPACABANA,"505,844142793001",2,"659,6","104,7","1,0","2,0","1,5","9,5","1538,1",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA ANITA GARIBALDI,Número 02,Número 90,COPACABANA,"341,001773513546",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA CONSTANTE RAMOS,Número 145,Número 13,COPACABANA,"550,022550893435",2,"659,6","104,7","1,0","2,0","5,0","6,0","1534,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA DJALMA ULRICH,Número 4,Rua Leopoldo Miguez,COPACABANA,"269,241634126262",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA REPÚBLICA DO PERU,Número 36,Número 444,COPACABANA,"477,702264512699",2,"659,6","104,7","1,2","4,0","5,0","6,0","3674,6",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA HILÁRIO GOUVEIA,Número 103,Número 15,COPACABANA,"457,470736042679",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA INHANGÁ,Número 10,Número 42,COPACABANA,"97,3863129657385",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PAULA FREITAS,Número 4,Número 104,COPACABANA,"440,306245058007",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA PASTEUR,Avenida Venceslau Brás,Rua Ramon Franco,URCA,"954,582710802652",2,"524,8","0,0","2,0","4,0","3,5","7,5","4205,9",Segurança moderada,verde claro
Ciclofaixa,Bidirecional,RUA RODOLFO DANTAS,Número 111,Número 101,COPACABANA,"64,2224912847516",2,"659,6","104,7","1,0","4,0","1,5","9,5","3066,7",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA MARECHAL MASCARENHAS DE MORAIS,Número 125,Número 25,COPACABANA,"216,452707578605",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA EDMUNDO LINS,Número 8,Número 44,COPACABANA,"196,413879460196",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA REAL GRANDEZA,"Rua Lacerda de Almeida, número 03",Número 275,BOTAFOGO,"583,290820990808",2,"524,8","42,6","1,5","3,0","1,5","9,5","2562,8",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA CINCO DE JULHO,Número 388,Número 26,COPACABANA,"411,076916562195",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA DOMINGOS FERREIRA,Número 2,Número 242,COPACABANA,"848,444134755716",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,RUA DIAS DA ROCHA,Número 12,Número 60,COPACABANA,"200,323285599888",2,"659,6","104,7","1,0","1,0","1,5","9,5","773,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA BARÃO DE IPANEMA,Número 08,Número 152,COPACABANA,"544,466397731776",2,"659,6","104,7","1,0","2,0","5,0","6,0","1534,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA MARQUÊS DE OLINDA,Número 81,Número 45,BOTAFOGO,"164,25213226796",2,"524,8","42,6","1,0","2,0","5,0","6,0","1140,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PROFESSOR ALFREDO GOMES,Número 8,Rua Bambina,BOTAFOGO,"172,316978620214",2,"524,8","42,6","1,0","3,0","5,0","6,0","1708,2",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA TEIXEIRA DE MELO,Oposto ao número 10,Oposto ao número 30,IPANEMA,"147,63390035831",2,"704,0","56,3","1,0","1,0","1,5","9,5","769,8",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA TEIXEIRA DE MELO,Oposto ao número 10,Oposto ao número 30,IPANEMA,"147,63390035831",2,"704,0","56,3","1,0","1,0","1,5","9,5","769,8",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA VIEIRA SOUTO,Oposto ao número 22,Oposto ao número 718,IPANEMA,"2152,02449207649",2,"704,0","56,3","3,0","4,0","1,5","9,5","9133,1",Muito perigoso,vermelho
Ciclovia,Bidirecional,AVENIDA DELFIM MOREIRA,Oposto ao número 12,Oposto ao número 1188,LEBLON,"1296,56055732939",2,"704,0","49,0","3,0","4,0","1,5","9,5","9045,5",Muito perigoso,vermelho
Ciclofaixa,Bidirecional,RUA POMPEU LOUREIRO,Número 156,Túnel Major Vaz,COPACABANA,"564,604543837548",2,"659,6","104,7","2,0","4,0","1,5","9,5","6123,9",Atenção,amarelo
Ciclovia,Bidirecional,PRAÇA HENRIQUE BRITO E CUNHA,Em frente à Escola Municipal Pedro Ernesto,s/nº - junto à ciclovia do canteiro central da R. Humaitá,LAGOA,"216,825891935304",2,"128,0","85,0","1,0","1,0","3,5","7,5","220,5",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA TONELERO,Número 315,Número 231,COPACABANA,"304,943937326011",2,"659,6","104,7","1,2","2,0","1,5","9,5","1843,8",Alta segurança,verde
Ciclofaixa,Bidirecional,TÚNEL MAJOR VÁZ,Início do Túnel pela Rua Pompeu Loureiro,Final do Túnel na Rua Tonelero,COPACABANA,"228,380357389505",2,"659,6","104,7","1,2","2,0","1,5","9,5","1843,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA PASTEUR,Avenida Repórter Nestor Moreira,Avenida Venceslau Brás,BOTAFOGO,"251,116052024297",2,"524,8","42,6","2,0","4,0","3,5","7,5","4546,7",Atenção,amarelo
Faixa compartilhada na calçada,Bidirecional,PRAÇA SANTA MARGARIDA MARIA,Rua Frei Solano,Rua Dinah Silveira de Queiroz,LAGOA,"63,0228275095347",2,"128,0","85,0","1,0","1,0","3,0","8,0","221,0",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,PRAÇA GEN. ALCIO SOUTO,Rua Dinah Silveira de Queiroz,Em frente à Escola Municipal Pedro Ernersto,LAGOA,"104,341707955661",2,"128,0","85,0","1,0","1,0","3,0","8,0","221,0",Alta segurança,verde
Ciclovia,Bidirecional,RUA HUMAITÁ,Número 275,Rua Visconde Silva,HUMAITÁ,"308,720558964949",2,"524,8","59,0","2,0","3,0","3,5","7,5","3510,3",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,RUA MENA BARRETO,Rua Real Grandeza,Número 99,BOTAFOGO,"346,52141378549",2,"524,8","42,6","1,2","2,0","3,0","8,0","1369,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA SOROCABA,Número 787,Número 625,BOTAFOGO,"191,334757600656",2,"524,8","42,6","1,0","2,0","5,0","6,0","1140,8",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA DA PASSAGEM,Número 56,Número 44,BOTAFOGO,"99,2326665501762",2,"524,8","42,6","1,2","2,0","1,5","9,5","1371,3",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA GENERAL POLIDORO,Número 144,Número 08,BOTAFOGO,"512,32260062162",2,"524,8","42,6","1,5","2,0","3,0","8,0","1710,2",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA NELSON MANDELA,Rua Professor Alvaro Rodrigues,Rua Voluntários da Pátria,BOTAFOGO,"67,1173277689832",2,"524,8","42,6","1,0","2,0","5,0","6,0","1140,8",Alta segurança,verde
Ciclovia,Bidirecional,RUA GENERAL POLIDORO,Número 260,Número 144,BOTAFOGO,"340,964134769425",2,"524,8","42,6","1,5","2,0","3,0","8,0","1710,2",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA SIQUEIRA CAMPOS,Número 250,Número 12,COPACABANA,"1020,50082689557",2,"659,6","104,7","1,5","3,0","5,0","6,0","3445,4",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA GENERAL POLIDORO,Rua Real Grandeza,Número 260,BOTAFOGO,"335,896814431867",2,"524,8","42,6","1,5","2,0","3,0","8,0","1710,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,TÚNEL ALAOR PRATA,Início do Túnel - Copacabana,Final do Túnel - Botafogo,BOTAFOGO,"251,614145151238",2,"524,8","42,6","1,0","1,0","1,5","9,5","576,9",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA RAIMUNDO CORRÊA,Número 10,Número 74,COPACABANA,"276,131059862106",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",PRAÇA SERZEDELO CORREA,Número 7,Número 27,COPACABANA,"107,949547187656",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Ciclofaixa,Bidirecional,PRAÇA VEREADOR ROCHA LEÃO,Rua Figueiredo de Magalhães,Rua Siqueira Campos,COPACABANA,"43,5793089508543",2,"659,6","104,7","1,0","2,0","1,5","9,5","1538,1",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA FIGUEIREDO DE MAGALHÃES,Número 37,Número 950,COPACABANA,"1005,20694620983",2,"659,6","104,7","1,5","3,0","1,5","9,5","3448,8",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA AIRES DE SALDANHA,Número 10,Número 144,COPACABANA,"442,033543870898",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA CONRADO NIEMEYER,Número 12,Número 28,COPACABANA,"116,248677305806",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA DUVIVIER,Número 12,Número 96,COPACABANA,"314,221215100254",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA FERNANDO MENDES,Número 18,Número 28,COPACABANA,"129,671363873794",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA SILVA CASTRO,Número 65,Número 31,COPACABANA,"196,652805772983",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA RONALD CARVALHO,Número 291,Avenida Atlântica,COPACABANA,"287,845276338331",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA FELIPE DE OLIVEIRA,Rua Belfort Roxo,Avenida Princesa Isabel,COPACABANA,"157,822686815204",2,"659,6","104,7","1,0","2,0","5,0","6,0","1534,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA LEOPOLDO MIGUEZ,Número 169,Número 7,COPACABANA,"609,293511932334",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA GRAÇA ARANHA,Número 326,Número 26,CENTRO,"482,107340734856",1,"894,4","117,4","1,5","2,0","1,0","10,0","3045,4",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA INFANTE DOM HENRIQUE,Próximo ao MAM,Próximo ao monumento Estacio de Sá,FLAMENGO,"5013,17705215142",2,"447,6","0,0","3,0","4,0","3,0","8,0","5379,2",Atenção,amarelo
Faixa compartilhada na calçada,Não identificado,RUA JARDEL JERCOLIS,Avenida Almirante Silvio de Noronha,Número 426,GLÓRIA,"203,373772041695",2,"447,6","0,0","1,0","1,0","10,0","1,0","448,6",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA LAURO SODRÉ,Próximo ao número 1746,Túnel do Leme Galeria Coelho Cintra,BOTAFOGO,"422,657093165345",2,"524,8","42,6","3,0","4,0","3,5","7,5","6816,3",Baixa segurança,laranja
Ciclovia,Bidirecional,AVENIDA VENCESLAU BRAZ,Avenida Pasteur,Praça Ozanan,BOTAFOGO,"179,80798732746",2,"524,8","42,6","2,0","4,0","3,5","7,5","4546,7",Atenção,amarelo
Ciclovia,Bidirecional,AVENIDA ATLÂNTICA,Rua Francisco Otaviano,Praça Almirante Julio de Noronha,COPACABANA,"4077,273711306",2,"659,6","104,7","3,0","4,0","1,5","9,5","9181,1",Muito perigoso,vermelho
Ciclovia,"Unidirecional, no fluxo dos automóveis",TÚNEL ENG. MARQUES PORTO,Avenida Lauro Sodré,Avenida Venceslau Brás,COPACABANA,"546,732695948683",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,PRAÇA OZANAN,"Rua General Severiano, número 72",Oposto ao CAPSi II Maurício Souza,BOTAFOGO,"87,8179478889265",2,"524,8","42,6","1,2","2,0","3,0","8,0","1369,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA GENERAL SEVERIANO,Praça Ozanan,Avenida Lauro Sodré,BOTAFOGO,"232,696202014679",2,"524,8","42,6","1,2","2,0","1,5","9,5","1371,3",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA FRANCISCO OTAVIANO,Número 5,Avenida Vieira Souto,IPANEMA,"674,229616202466",2,"704,0","56,3","3,0","4,0","1,5","9,5","9133,1",Muito perigoso,vermelho
Faixa compartilhada na calçada,Bidirecional,RUA PROF. ÁLVARO RODRIGUES,Avenida das Nações Unidas,Número 178,BOTAFOGO,"686,849071289179",2,"524,8","42,6","1,2","4,0","3,0","8,0","2731,5",Segurança moderada,verde claro
Ciclofaixa,Bidirecional,RUA SIQUEIRA CAMPOS,Número 250,Próximo ao Túnel Alaor Prata,COPACABANA,"162,765844093719",2,"659,6","104,7","1,5","3,0","5,0","6,0","3445,4",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA RODOLFO DANTAS,Número 101,Avenida Atlântica,COPACABANA,"255,245009018884",2,"659,6","104,7","1,0","4,0","1,5","9,5","3066,7",Segurança moderada,verde claro
Ciclovia,Bidirecional,CLUBE BOTAFOGO FUTEBOL E REGATAS,Avenida Repórter Nestor Moreira,"Avenida das Nações Unidas, próximo ao retorno",BOTAFOGO,"252,894765706171",2,"524,8","42,6","1,0","1,0","2,5","8,5","575,9",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA DAS NAÇÕES UNIDAS,Próximo à piscina do Clube de Botafogo,Praça Nicarágua,BOTAFOGO,"1171,22993145766",2,"524,8","42,6","3,0","4,0","3,0","8,0","6816,8",Baixa segurança,laranja
Faixa compartilhada na calçada,Bidirecional,AVENIDA REPORTER NESTOR MOREIRA,Avenida Pasteur,Avenida Nações Unidas,BOTAFOGO,"319,085939809367",2,"524,8","42,6","2,0","4,0","3,0","8,0","4547,2",Atenção,amarelo
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA DÉCIO VILARES,Número 140,Número 360,COPACABANA,"251,274660972908",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",PRAÇA EUGÊNIO JARDIM,Número 23,Número 01,COPACABANA,"88,6064814903668",2,"659,6","104,7","2,0","4,0","6,0","5,0","6119,4",Atenção,amarelo
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA DIAS DA ROCHA,Número 68,Número 86,COPACABANA,"84,6043861440286",2,"659,6","104,7","1,0","1,0","1,5","9,5","773,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",PRAÇA EDMUNDO BITENCOURT,Rua Maestro Francisco Braga,Rua Tenente Marones de Gusmão,COPACABANA,"309,414172002415",2,"659,6","104,7","1,0","1,0","5,0","6,0","770,3",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA PINHEIRO MACHADO,Universidade Santa Úrsula,Rua das Laranjeiras,LARANJEIRAS,"859,072485056347",2,"447,6","0,0","2,0","3,0","1,5","9,5","2695,1",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,RUA PINHEIRO MACHADO,Número 301,Rua Presidente Carlos Campos,BOTAFOGO,"229,081856740762",2,"524,8","42,6","2,0","3,0","1,5","9,5","3413,9",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,PRAIA DE BOTAFOGO,Número 214,Rua Fernando Ferrari,BOTAFOGO,"69,4702796005476",2,"524,8","42,6","2,0","3,0","3,0","8,0","3412,4",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA CESÁRIO DE MELO,Rua Capitão Lafay,Próximo a Estação do BRT Santa Eugênia,CAMPO GRANDE,"4430,62907777645",5,"90,0","121,7","1,5","4,0","0,8","10,2","1280,4",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA BAMBINA,Número 125,Rua Marquês de Olinda,BOTAFOGO,"475,403326637671",2,"524,8","42,6","1,0","2,0","5,0","6,0","1140,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA FERNANDO FERRARI,Rua Pinheiro Machado,Rua Muniz Barreto,BOTAFOGO,"149,979361518118",2,"524,8","42,6","2,0","3,0","1,5","9,5","3413,9",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",PRAIA DO FLAMENGO,Número 150,Rua Machado de Assis,FLAMENGO,"85,0675183792583",2,"447,6","0,0","2,0","3,0","5,0","6,0","2691,6",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,RUA MUNIZ BARRETO,Rua Fernando ferrari,Número 100,BOTAFOGO,"207,658321248731",2,"524,8","42,6","1,5","3,0","3,0","8,0","2561,3",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA DOIS DE DEZEMBRO,Número 81,Praia do Flamengo,FLAMENGO,"329,387098461681",2,"447,6","0,0","1,0","1,0","5,0","6,0","453,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PAISSANDU,Número 389,Praia do Flamengo,LARANJEIRAS,"1082,22267638413",2,"447,6","0,0","1,0","2,0","5,0","6,0","901,2",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA BARTOLOMEU MITRE,Oposto ao número 1008,Número 15,LEBLON,"1033,38688013682",2,"704,0","49,0","1,5","3,0","3,0","8,0","3396,5",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA PADRE LEONEL FRANCA,Número 90,Número 182,GÁVEA,"210,949193037955",2,"128,0","83,0","3,0","5,0","3,0","8,0","3173,0",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA BORGES DE MEDEIROS,Oposto ao número 179,Oposto ao número 625,LEBLON,"224,952746758824",2,"704,0","49,0","3,0","5,0","3,0","8,0","11303,0",Muito perigoso,vermelho
Faixa compartilhada na calçada,Bidirecional,AVENIDA BORGES DE MEDEIROS,Esquina com Humberto Campos,Próxima ao número 701,LEBLON,"109,833317240351",2,"704,0","49,0","3,0","5,0","3,0","8,0","11303,0",Muito perigoso,vermelho
Faixa compartilhada na calçada,Bidirecional,AVENIDA RODRIGO OTÁVIO,Oposto ao número 269,Oposto ao número 389,GÁVEA,"678,865219684708",2,"128,0","83,0","2,0","3,0","3,5","7,5","1273,5",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA RODRIGO OTÁVIO,Número 06,Oposto ao número 3200,LEBLON,"79,6312409813981",2,"704,0","49,0","2,0","3,0","3,5","7,5","4525,5",Atenção,amarelo
Faixa compartilhada na calçada,Bidirecional,AVENIDA BORGES DE MEDEIROS,Oposto ao número 39,Oposto ao número 137,LEBLON,"145,244851344174",2,"704,0","49,0","3,0","5,0","3,0","8,0","11303,0",Muito perigoso,vermelho
Faixa compartilhada na calçada,Bidirecional,AVENIDA VIEIRA SOUTO,Avenida Epitácio Pessoa,Avenida Borges de Medeiros,IPANEMA,"62,2664312655702",2,"704,0","56,3","3,0","4,0","1,5","9,5","9133,1",Muito perigoso,vermelho
Faixa compartilhada na calçada,Bidirecional,AVENIDA DE SANTA CRUZ,Número 6098 (sentido Campo Grande).,Número 11.692,BANGU,"3189,3564805533",5,"65,6","119,9","2,0","4,0","0,8","10,2","1494,2",Alta segurança,verde
