logradouro,bairro,hierarquia,velocidade_maxima,peso_h,peso_v
RUA PROJETADA AFONSO,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA AMARAL,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA ARISTÍDES RAMOS,SANTA CRUZ,Local,20,1,"1,0"
RUA PROJETADA ASSIS BORGES DA CRUZ,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA B,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA C,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA CARDOSO,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA CIRCULAR,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA DEZESSEIS,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA DEZESSETE,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA DOS MOREIRAS,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA E,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA F,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA J,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA ONZE,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA PIAÍ B,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA PIAÍ J,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA SANTO ANTÔNIO,SANTA CRUZ,Local,20,1,"1,0"
RUA PROJETADA SEIS,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA TRÊS,SANTA CRUZ,Local,30,1,"1,0"
RUA PROJETADA UM,SANTA CRUZ,Local,30,1,"1,0"
RUA PÁTIO DA ESTAÇÃO,SANTA CRUZ,Local,30,1,"1,0"
RUA Q,SANTA CRUZ,Local,30,1,"1,0"
RUA QUARTZO,SANTA CRUZ,Local,30,1,"1,0"
RUA QUATORZE,SANTA CRUZ,Local,30,1,"1,0"
RUA QUATORZE - 14,SANTA CRUZ,Local,30,1,"1,0"
RUA QUATORZE - PAA 10806-A/ PAL 42836,SANTA CRUZ,Local,30,1,"1,0"
RUA QUATRO,SANTA CRUZ,Local,30,1,"1,0"
RUA QUATRO - PAA 10806-A/ PAL 42836,SANTA CRUZ,Local,30,1,"1,0"
RUA QUERINO SEABRA,SANTA CRUZ,Local,30,1,"1,0"
RUA QUINZE,SANTA CRUZ,Local,30,1,"1,0"
RUA QUINZE - PAA 10806-A/ PAL 42836,SANTA CRUZ,Local,30,1,"1,0"
RUA QUINZE DE DEZEMBRO,SANTA CRUZ,Local,30,1,"1,0"
RUA RAFAEL GRIMALDI,SANTA CRUZ,Local,30,1,"1,0"
RUA RAFAEL MONTEIRO,SANTA CRUZ,Local,30,1,"1,0"
RUA RAY CONNIFF,SANTA CRUZ,Local,30,1,"1,0"
RUA RAZÕES DO CORAÇÃO,SANTA CRUZ,Local,30,1,"1,0"
RUA RENATO JOSÉ PÉCORA,SANTA CRUZ,Local,30,1,"1,0"
RUA RENATO MEIRA,SANTA CRUZ,Local,30,1,"1,0"
RUA RENE BITTENCOURT,SANTA CRUZ,Local,30,1,"1,0"
RUA RETRATO FALADO,SANTA CRUZ,Local,30,1,"1,0"
RUA RICARDO BRENTANI,SANTA CRUZ,Local,30,1,"1,0"
RUA RICARDO MIRANDA,SANTA CRUZ,Local,30,1,"1,0"
RUA RIO GRANDE DO NORTE,SANTA CRUZ,Local,30,1,"1,0"
RUA ROBERTO AVALLONE,SANTA CRUZ,Local,30,1,"1,0"
RUA ROBERTO CÔRTES DE LACERDA,SANTA CRUZ,Local,30,1,"1,0"
RUA ROBERTO PEREIRA,SANTA CRUZ,Local,30,1,"1,0"
RUA ROBERTO SANTOS,SANTA CRUZ,Local,20,1,"1,0"
RUA ROCHA LIMA,SANTA CRUZ,Local,30,1,"1,0"
RUA RODOLFO RODRIGUES,SANTA CRUZ,Local,30,1,"1,0"
RUA RODRIGO SILVA,SANTA CRUZ,Local,30,1,"1,0"
RUA RONAN SOARES,SANTA CRUZ,Local,30,1,"1,0"
RUA RUBI GARCIA,SANTA CRUZ,Local,30,1,"1,0"
RUA S,SANTA CRUZ,Local,30,1,"1,0"
RUA SALDANHA CAMARGO,SANTA CRUZ,Local,30,1,"1,0"
RUA SALES,SANTA CRUZ,Local,30,1,"1,0"
RUA SAMBÉ,SANTA CRUZ,Local,30,1,"1,0"
RUA SAMUEL DUARTE,SANTA CRUZ,Local,30,1,"1,0"
RUA SAMUEL RAWET,SANTA CRUZ,Local,30,1,"1,0"
RUA SANTA MARIANA,SANTA CRUZ,Coletora,20,2,"1,0"
RUA SANTANA DO RIACHO,SANTA CRUZ,Local,30,1,"1,0"
RUA SANTO AUGURIO,SANTA CRUZ,Local,30,1,"1,0"
RUA SANTO EGÍDIO DE LORENZANA,SANTA CRUZ,Local,30,1,"1,0"
RUA SANTO ERNESTO,SANTA CRUZ,Local,30,1,"1,0"
RUA SANTO ÂNGELO,SANTA CRUZ,Local,30,1,"1,0"
RUA SANTOS,SANTA CRUZ,Local,30,1,"1,0"
